campeonato,data,mandante,gol mandante,gol visitante,visitante,local
Paulista 2020 ,"26 de julho de 2020, 16:00",Oeste,0,2,Corinthians,"Arena Barueri, Barueri, SP."
Paulista 2020 ,"22 de julho de 2020, 21:30",Corinthians,1,0,Palmeiras,"Neo Química Arena, São Paulo, SP."
Paulista 2020 ,"15 de março de 2020, 16:00",Corinthians,1,1,Ituano,"Neo Química Arena, São Paulo, SP."
Paulista 2020 ,"07 de março de 2020, 19:00",Novorizontino,1,1,Corinthians,"Jorjão, Novo Horizonte, SP."
Paulista 2020 ,"26 de fevereiro de 2020, 21:30",Corinthians,1,1,Santo André,"Neo Química Arena, São Paulo, SP."
Paulista 2020 ,"22 de fevereiro de 2020, 15:00",Água Santa,2,1,Corinthians,"Distrital do Inamar, Diadema, SP."
Paulista 2020 ,"15 de fevereiro de 2020, 19:00",São Paulo,0,0,Corinthians,"Morumbi, São Paulo, SP."
Libertadores 2020 ,"12 de fevereiro de 2020, 21:30",Corinthians,2,1,Guaraní-PY,"Neo Química Arena, São Paulo, SP."
Paulista 2020 ,"09 de fevereiro de 2020, 16:00",Corinthians,0,1,Inter de Limeira,"Neo Química Arena, São Paulo, SP."
Libertadores 2020 ,"05 de fevereiro de 2020, 21:30",Guaraní-PY,1,0,Corinthians,"La Nueva Olla, Assunção, Paraguai."
Paulista 2020 ,"02 de fevereiro de 2020, 11:00",Corinthians,2,0,Santos,"Neo Química Arena, São Paulo, SP."
Paulista 2020 ,"30 de janeiro de 2020, 21:30",Ponte Preta,2,1,Corinthians,"Moisés Lucarelli, Campinas, SP."
Paulista 2020 ,"26 de janeiro de 2020, 19:00",Mirassol,1,1,Corinthians,"Campos Maia, Mirassol, SP."
Paulista 2020 ,"23 de janeiro de 2020, 21:30",Corinthians,4,1,Botafogo-SP,"Neo Química Arena, São Paulo, SP."
Florida Cup 2020 ,"18 de janeiro de 2020, 19:30",Corinthians,1,2,Atlético Nacional,"Exploria Stadium, Orlando, Estados Unidos da América."
Florida Cup 2020 ,"15 de janeiro de 2020, 20:00",Corinthians,2,1,New York City FC,"Exploria Stadium, Orlando, Estados Unidos da América."
Brasileirão 2019 ,"08 de dezembro de 2019, 16:00",Corinthians,1,2,Fluminense,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"04 de dezembro de 2019, 19:30",Ceará,0,1,Corinthians,"Castelão, Fortaleza, CE."
Brasileirão 2019 ,"01 de dezembro de 2019, 18:00",Atlético-MG,2,1,Corinthians,"Independência, Belo Horizonte, MG."
Brasileirão 2019 ,"27 de novembro de 2019, 21:30",Corinthians,3,0,Avaí,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"24 de novembro de 2019, 18:00",Botafogo,1,0,Corinthians,"Nilton Santos, Rio de Janeiro, RJ."
Brasileirão 2019 ,"17 de novembro de 2019, 18:00",Corinthians,0,0,Internacional,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"09 de novembro de 2019, 19:00",Palmeiras,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Brasileirão 2019 ,"06 de novembro de 2019, 19:30",Corinthians,3,2,Fortaleza,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"03 de novembro de 2019, 16:00",Flamengo,4,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Brasileirão 2019 ,"30 de outubro de 2019, 21:30",CSA,2,1,Corinthians,"Trapichão, Maceió, AL."
Brasileirão 2019 ,"26 de outubro de 2019, 17:00",Corinthians,0,0,Santos,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"19 de outubro de 2019, 19:00",Corinthians,1,2,Cruzeiro,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"16 de outubro de 2019, 21:30",Goiás,2,2,Corinthians,"Serra Dourada, Goiânia, GO."
Brasileirão 2019 ,"13 de outubro de 2019, 18:00",São Paulo,1,0,Corinthians,"Morumbi, São Paulo, SP."
Brasileirão 2019 ,"10 de outubro de 2019, 19:15",Corinthians,2,2,Athletico-PR,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"05 de outubro de 2019, 19:00",Grêmio,0,0,Corinthians,"Arena do Grêmio, Porto Alegre, RS."
Brasileirão 2019 ,"02 de outubro de 2019, 19:15",Chapecoense,0,1,Corinthians,"Arena Condá, Chapecó, SC."
Brasileirão 2019 ,"29 de setembro de 2019, 11:00",Corinthians,1,0,Vasco da Gama,"Neo Química Arena, São Paulo, SP."
Sul-Americana 2019 ,"25 de setembro de 2019, 21:30",Independiente Del Valle,2,2,Corinthians,"Estádio Olímpico Atahualpa, Quito, Equador."
Brasileirão 2019 ,"21 de setembro de 2019, 19:00",Corinthians,2,1,Bahia,"Neo Química Arena, São Paulo, SP."
Sul-Americana 2019 ,"18 de setembro de 2019, 21:30",Corinthians,0,2,Independiente Del Valle,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"15 de setembro de 2019, 16:00",Fluminense,1,0,Corinthians,"Mané Garrincha, Brasília, DF."
Brasileirão 2019 ,"07 de setembro de 2019, 11:00",Corinthians,2,2,Ceará,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"01 de setembro de 2019, 19:00",Corinthians,1,0,Atlético-MG,"Neo Química Arena, São Paulo, SP."
Sul-Americana 2019 ,"29 de agosto de 2019, 21:30",Fluminense,1,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Brasileirão 2019 ,"25 de agosto de 2019, 19:00",Avaí,1,1,Corinthians,"Ressacada, Florianópolis, SC."
Sul-Americana 2019 ,"22 de agosto de 2019, 21:30",Corinthians,0,0,Fluminense,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"17 de agosto de 2019, 17:00",Corinthians,2,0,Botafogo,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"11 de agosto de 2019, 11:00",Internacional,0,0,Corinthians,"Beira Rio, Porto Alegre, RS."
Brasileirão 2019 ,"07 de agosto de 2019, 19:15",Corinthians,2,0,Goiás,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"04 de agosto de 2019, 19:00",Corinthians,1,1,Palmeiras,"Neo Química Arena, São Paulo, SP."
Sul-Americana 2019 ,"01 de agosto de 2019, 21:30",Montevideo Wanderers,1,2,Corinthians,"Parque Central, Montevidéu, Uruguai."
Brasileirão 2019 ,"28 de julho de 2019, 19:00",Fortaleza,1,3,Corinthians,"Castelão, Fortaleza, CE."
Sul-Americana 2019 ,"25 de julho de 2019, 21:30",Corinthians,2,0,Montevideo Wanderers,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"21 de julho de 2019, 16:00",Corinthians,1,1,Flamengo,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"14 de julho de 2019, 16:00",Corinthians,1,0,CSA,"Neo Química Arena, São Paulo, SP."
Amistosos 2019 ,"07 de julho de 2019, 11:00",Londrina,2,1,Corinthians,"Estádio Willie Davids, Maringá, PR."
Amistosos 2019 ,"04 de julho de 2019, 21:30",Vila Nova,1,2,Corinthians,"Serra Dourada, Goiânia, GO."
Amistosos 2019 ,"29 de junho de 2019, 20:00",Botafogo-SP,2,1,Corinthians,"Santa Cruz, Ribeirão Preto, SP."
Brasileirão 2019 ,"12 de junho de 2019, 21:30",Santos,1,0,Corinthians,"Vila Belmiro, Santos, SP."
Brasileirão 2019 ,"08 de junho de 2019, 19:00",Cruzeiro,0,0,Corinthians,"Mineirão, Belo Horizonte, MG."
Copa do Brasil 2019 ,"04 de junho de 2019, 21:30",Flamengo,1,0,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Sul-Americana 2019 ,"30 de maio de 2019, 17:00",Deportivo Lara,0,2,Corinthians,"Metropolitano de Lara, Cabudare, Venezuela."
Brasileirão 2019 ,"26 de maio de 2019, 19:00",Corinthians,1,0,São Paulo,"Neo Química Arena, São Paulo, SP."
Sul-Americana 2019 ,"23 de maio de 2019, 19:15",Corinthians,2,0,Deportivo Lara,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"19 de maio de 2019, 16:00",Athletico-PR,0,2,Corinthians,"Arena da Baixada, Curitiba, PR."
Copa do Brasil 2019 ,"15 de maio de 2019, 21:30",Corinthians,0,1,Flamengo,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"11 de maio de 2019, 19:00",Corinthians,0,0,Grêmio,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"04 de maio de 2019, 19:00",Vasco da Gama,1,1,Corinthians,"Arena Amazônia, Manaus, AM."
Brasileirão 2019 ,"01 de maio de 2019, 16:00",Corinthians,1,0,Chapecoense,"Neo Química Arena, São Paulo, SP."
Brasileirão 2019 ,"28 de abril de 2019, 16:00",Bahia,3,2,Corinthians,"Fonte Nova, Salvador, BA."
Copa do Brasil 2019 ,"24 de abril de 2019, 21:30",Corinthians,2,0,Chapecoense,"Neo Química Arena, São Paulo, SP."
Paulista 2019 ,"21 de abril de 2019, 16:00",Corinthians,2,1,São Paulo,"Neo Química Arena, São Paulo, SP."
Copa do Brasil 2019 ,"17 de abril de 2019, 21:30",Chapecoense,1,0,Corinthians,"Arena Condá, Chapecó, SC."
Paulista 2019 ,"14 de abril de 2019, 16:00",São Paulo,0,0,Corinthians,"Morumbi, São Paulo, SP."
Paulista 2019 ,"08 de abril de 2019, 20:00",Santos,1,0,Corinthians,"Pacaembu, São Paulo, SP."
Copa do Brasil 2019 ,"03 de abril de 2019, 21:30",Corinthians,0,1,Ceará,"Neo Química Arena, São Paulo, SP."
Paulista 2019 ,"31 de março de 2019, 16:00",Corinthians,2,1,Santos,"Neo Química Arena, São Paulo, SP."
Paulista 2019 ,"27 de março de 2019, 21:30",Corinthians,1,1,Ferroviária,"Neo Química Arena, São Paulo, SP."
Paulista 2019 ,"24 de março de 2019, 19:00",Ferroviária,1,1,Corinthians,"Fonte Luminosa, Araraquara, SP."
Paulista 2019 ,"20 de março de 2019, 21:30",Ituano,0,1,Corinthians,"Novelli Junior, Itu, SP."
Paulista 2019 ,"17 de março de 2019, 16:00",Corinthians,1,0,Oeste,"Neo Química Arena, São Paulo, SP."
Copa do Brasil 2019 ,"13 de março de 2019, 21:30",Ceará,1,3,Corinthians,"Castelão, Fortaleza, CE."
Paulista 2019 ,"10 de março de 2019, 16:00",Corinthians,0,0,Santos,"Neo Química Arena, São Paulo, SP."
Paulista 2019 ,"02 de março de 2019, 16:30",São Bento,1,1,Corinthians,"Walter Ribeiro, Sorocaba, SP."
Sul-Americana 2019 ,"27 de fevereiro de 2019, 21:30",Racing Club,1,1,Corinthians,"El Cilindro, Córdoba, Argentina."
Paulista 2019 ,"24 de fevereiro de 2019, 19:00",Botafogo-SP,0,1,Corinthians,"Santa Cruz, Ribeirão Preto, SP."
Copa do Brasil 2019 ,"20 de fevereiro de 2019, 21:30",Corinthians,4,2,Avenida,"Neo Química Arena, São Paulo, SP."
Paulista 2019 ,"17 de fevereiro de 2019, 19:00",Corinthians,2,1,São Paulo,"Neo Química Arena, São Paulo, SP."
Sul-Americana 2019 ,"14 de fevereiro de 2019, 21:30",Corinthians,1,1,Racing Club,"Neo Química Arena, São Paulo, SP."
Paulista 2019 ,"10 de fevereiro de 2019, 17:00",Novorizontino,1,0,Corinthians,"Jorjão, Novo Horizonte, SP."
Copa do Brasil 2019 ,"07 de fevereiro de 2019, 21:00",Ferroviário,2,2,Corinthians,"Estádio do Café, Londrina, PR."
Paulista 2019 ,"02 de fevereiro de 2019, 17:00",Palmeiras,0,1,Corinthians,"Allianz Parque, São Paulo, SP."
Paulista 2019 ,"30 de janeiro de 2019, 19:15",Corinthians,0,2,Red Bull Brasil,"Neo Química Arena, São Paulo, SP."
Paulista 2019 ,"26 de janeiro de 2019, 19:00",Corinthians,1,0,Ponte Preta,"Neo Química Arena, São Paulo, SP."
Paulista 2019 ,"23 de janeiro de 2019, 19:15",Guarani,2,1,Corinthians,"Brinco de Ouro, Campinas, SP."
Paulista 2019 ,"20 de janeiro de 2019, 17:00",Corinthians,1,1,São Caetano,"Neo Química Arena, São Paulo, SP."
Amistosos 2019 ,"13 de janeiro de 2019, 17:30",Corinthians,1,1,Santos,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"02 de dezembro de 2018, 17:00",Grêmio,1,0,Corinthians,"Arena do Grêmio, Porto Alegre, RS."
Brasileirão 2018 ,"25 de novembro de 2018, 19:00",Corinthians,0,0,Chapecoense,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"21 de novembro de 2018, 21:45",Athletico-PR,1,0,Corinthians,"Arena da Baixada, Curitiba, PR."
Brasileirão 2018 ,"17 de novembro de 2018, 19:00",Corinthians,1,0,Vasco da Gama,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"14 de novembro de 2018, 21:45",Cruzeiro,1,0,Corinthians,"Mineirão, Belo Horizonte, MG."
Brasileirão 2018 ,"10 de novembro de 2018, 17:00",Corinthians,1,1,São Paulo,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"04 de novembro de 2018, 17:00",Botafogo,1,0,Corinthians,"Nilton Santos, Rio de Janeiro, RJ."
Brasileirão 2018 ,"27 de outubro de 2018, 19:00",Corinthians,2,1,Bahia,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"21 de outubro de 2018, 16:00",Vitória,2,2,Corinthians,"Barradão, Salvador, BA."
Copa do Brasil 2018 ,"17 de outubro de 2018, 21:45",Corinthians,1,2,Cruzeiro,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"13 de outubro de 2018, 19:00",Santos,1,0,Corinthians,"Pacaembu, São Paulo, SP."
Copa do Brasil 2018 ,"10 de outubro de 2018, 21:45",Cruzeiro,1,0,Corinthians,"Mineirão, Belo Horizonte, MG."
Brasileirão 2018 ,"05 de outubro de 2018, 21:00",Corinthians,0,3,Flamengo,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"29 de setembro de 2018, 19:00",América-MG,0,0,Corinthians,"Independência, Belo Horizonte, MG."
Copa do Brasil 2018 ,"26 de setembro de 2018, 21:45",Corinthians,2,1,Flamengo,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"23 de setembro de 2018, 16:00",Corinthians,1,1,Internacional,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"16 de setembro de 2018, 19:00",Corinthians,2,1,Sport,"Neo Química Arena, São Paulo, SP."
Copa do Brasil 2018 ,"12 de setembro de 2018, 21:45",Flamengo,0,0,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Brasileirão 2018 ,"09 de setembro de 2018, 16:00",Palmeiras,1,0,Corinthians,"Allianz Parque, São Paulo, SP."
Brasileirão 2018 ,"05 de setembro de 2018, 20:00",Ceará,2,1,Corinthians,"Castelão, Fortaleza, CE."
Brasileirão 2018 ,"01 de setembro de 2018, 21:00",Corinthians,1,1,Atlético-MG,"Neo Química Arena, São Paulo, SP."
Libertadores 2018 ,"29 de agosto de 2018, 21:45",Corinthians,2,1,Colo-Colo,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"25 de agosto de 2018, 19:00",Corinthians,1,0,Paraná Clube,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"22 de agosto de 2018, 21:45",Fluminense,1,0,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Brasileirão 2018 ,"18 de agosto de 2018, 19:00",Corinthians,0,1,Grêmio,"Neo Química Arena, São Paulo, SP."
Copa do Brasil 2018 ,"15 de agosto de 2018, 21:45",Chapecoense,0,1,Corinthians,"Arena Condá, Chapecó, SC."
Brasileirão 2018 ,"12 de agosto de 2018, 16:00",Chapecoense,2,1,Corinthians,"Arena Condá, Chapecó, SC."
Libertadores 2018 ,"08 de agosto de 2018, 21:45",Colo-Colo,1,0,Corinthians,"Estádio Monumental, Santiago, Chile."
Brasileirão 2018 ,"04 de agosto de 2018, 21:00",Corinthians,0,0,Athletico-PR,"Neo Química Arena, São Paulo, SP."
Copa do Brasil 2018 ,"01 de agosto de 2018, 21:45",Corinthians,1,0,Chapecoense,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"29 de julho de 2018, 11:00",Vasco da Gama,1,4,Corinthians,"Mané Garrincha, Brasília, DF."
Brasileirão 2018 ,"25 de julho de 2018, 21:45",Corinthians,2,0,Cruzeiro,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"21 de julho de 2018, 21:00",São Paulo,3,1,Corinthians,"Morumbi, São Paulo, SP."
Brasileirão 2018 ,"18 de julho de 2018, 21:45",Corinthians,2,0,Botafogo,"Neo Química Arena, São Paulo, SP."
Amistosos 2018 ,"11 de julho de 2018, 20:00",Corinthians,2,2,Cruzeiro,"Neo Química Arena, São Paulo, SP."
Amistosos 2018 ,"08 de julho de 2018, 11:00",Corinthians,2,1,Grêmio,"Neo Química Arena, São Paulo, SP."
Amistosos 2018 ,"04 de julho de 2018, 20:00",Cruzeiro,0,2,Corinthians,"Mineirão, Belo Horizonte, MG."
Brasileirão 2018 ,"13 de junho de 2018, 21:45",Bahia,1,0,Corinthians,"Fonte Nova, Salvador, BA."
Brasileirão 2018 ,"09 de junho de 2018, 21:00",Corinthians,0,0,Vitória,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"06 de junho de 2018, 21:00",Corinthians,1,1,Santos,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"03 de junho de 2018, 16:00",Flamengo,1,0,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Brasileirão 2018 ,"31 de maio de 2018, 18:00",Corinthians,1,0,América-MG,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"27 de maio de 2018, 16:00",Internacional,2,1,Corinthians,"Beira Rio, Porto Alegre, RS."
Libertadores 2018 ,"24 de maio de 2018, 21:30",Corinthians,0,1,Millonarios,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"20 de maio de 2018, 16:00",Sport,1,1,Corinthians,"Ilha do Retiro, Recife, PE."
Libertadores 2018 ,"17 de maio de 2018, 21:30",Deportivo Lara,2,7,Corinthians,"Metropolitano de Lara, Cabudare, Venezuela."
Brasileirão 2018 ,"13 de maio de 2018, 16:00",Corinthians,1,0,Palmeiras,"Neo Química Arena, São Paulo, SP."
Copa do Brasil 2018 ,"10 de maio de 2018, 19:30",Corinthians,3,1,Vitória,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"06 de maio de 2018, 11:00",Corinthians,1,1,Ceará,"Neo Química Arena, São Paulo, SP."
Libertadores 2018 ,"02 de maio de 2018, 21:45",Corinthians,1,2,Independiente,"Neo Química Arena, São Paulo, SP."
Brasileirão 2018 ,"29 de abril de 2018, 16:00",Atlético-MG,1,0,Corinthians,"Independência, Belo Horizonte, MG."
Copa do Brasil 2018 ,"25 de abril de 2018, 19:30",Vitória,0,0,Corinthians,"Barradão, Salvador, BA."
Brasileirão 2018 ,"22 de abril de 2018, 11:00",Paraná Clube,0,4,Corinthians,"Vila Capanema, Curitiba, PR."
Libertadores 2018 ,"18 de abril de 2018, 21:45",Independiente,0,1,Corinthians,"Doble Visera, Buenos Aires, Argentina."
Brasileirão 2018 ,"15 de abril de 2018, 16:00",Corinthians,2,1,Fluminense,"Neo Química Arena, São Paulo, SP."
Paulista 2018 ,"08 de abril de 2018, 16:00",Palmeiras,0,1,Corinthians,"Allianz Parque, São Paulo, SP."
Paulista 2018 ,"31 de março de 2018, 16:30",Corinthians,0,1,Palmeiras,"Neo Química Arena, São Paulo, SP."
Paulista 2018 ,"28 de março de 2018, 21:45",Corinthians,1,0,São Paulo,"Neo Química Arena, São Paulo, SP."
Paulista 2018 ,"25 de março de 2018, 16:00",São Paulo,1,0,Corinthians,"Morumbi, São Paulo, SP."
Paulista 2018 ,"22 de março de 2018, 20:00",Corinthians,2,0,Red Bull Bragantino,"Neo Química Arena, São Paulo, SP."
Paulista 2018 ,"18 de março de 2018, 16:00",Red Bull Bragantino,3,2,Corinthians,"Pacaembu, São Paulo, SP."
Libertadores 2018 ,"14 de março de 2018, 21:45",Corinthians,2,0,Deportivo Lara,"Neo Química Arena, São Paulo, SP."
Paulista 2018 ,"11 de março de 2018, 17:00",Botafogo-SP,0,2,Corinthians,"Santa Cruz, Ribeirão Preto, SP."
Paulista 2018 ,"07 de março de 2018, 21:45",Corinthians,1,0,Mirassol,"Neo Química Arena, São Paulo, SP."
Paulista 2018 ,"04 de março de 2018, 17:00",Santos,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Libertadores 2018 ,"28 de fevereiro de 2018, 21:45",Millonarios,0,0,Corinthians,"El Campín, Bogotá, Colômbia."
Paulista 2018 ,"24 de fevereiro de 2018, 17:00",Corinthians,2,0,Palmeiras,"Neo Química Arena, São Paulo, SP."
Paulista 2018 ,"19 de fevereiro de 2018, 20:00",Red Bull Brasil,1,1,Corinthians,"Moisés Lucarelli, Campinas, SP."
Paulista 2018 ,"14 de fevereiro de 2018, 21:45",Corinthians,0,1,São Bento,"Neo Química Arena, São Paulo, SP."
Paulista 2018 ,"09 de fevereiro de 2018, 19:00",Santo André,2,1,Corinthians,"Bruno José, Santo André, SP."
Paulista 2018 ,"04 de fevereiro de 2018, 19:30",Novorizontino,0,1,Corinthians,"Jorjão, Novo Horizonte, SP."
Paulista 2018 ,"27 de janeiro de 2018, 17:00",Corinthians,2,1,São Paulo,"Pacaembu, São Paulo, SP."
Paulista 2018 ,"24 de janeiro de 2018, 19:30",Corinthians,2,1,Ferroviária,"Pacaembu, São Paulo, SP."
Paulista 2018 ,"21 de janeiro de 2018, 19:30",São Caetano,0,4,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 2018 ,"17 de janeiro de 2018, 21:50",Corinthians,0,1,Ponte Preta,"Pacaembu, São Paulo, SP."
Florida Cup 2018 ,"13 de janeiro de 2018, 16:00",Corinthians,2,4,Rangers,"UFC, Orlando, Estados Unidos da América."
Florida Cup 2018 ,"10 de janeiro de 2018, 22:00",Corinthians,1,1,PSV Eindhoven,"Orlando City, Florida, Estados Unidos da América."
Brasileirão 2017 ,"03 de dezembro de 2017, 17:00",Sport,1,0,Corinthians,"Ilha do Retiro, Recife, PE."
Brasileirão 2017 ,"26 de novembro de 2017, 17:00",Corinthians,2,2,Atlético-MG,"Neo Química Arena, São Paulo, SP."
Brasileirão 2017 ,"19 de novembro de 2017, 17:00",Flamengo,3,0,Corinthians,"Luso Brasileiro, Rio de Janeiro, RJ."
Brasileirão 2017 ,"15 de novembro de 2017, 21:45",Corinthians,3,1,Fluminense,"Neo Química Arena, São Paulo, SP."
Brasileirão 2017 ,"11 de novembro de 2017, 19:00",Corinthians,1,0,Avaí,"Neo Química Arena, São Paulo, SP."
Brasileirão 2017 ,"08 de novembro de 2017, 21:00",Athletico-PR,0,1,Corinthians,"Arena da Baixada, Curitiba, PR."
Brasileirão 2017 ,"05 de novembro de 2017, 17:00",Corinthians,3,2,Palmeiras,"Neo Química Arena, São Paulo, SP."
Brasileirão 2017 ,"29 de outubro de 2017, 17:00",Ponte Preta,1,0,Corinthians,"Moisés Lucarelli, Campinas, SP."
Brasileirão 2017 ,"23 de outubro de 2017, 20:00",Botafogo,2,1,Corinthians,"Nilton Santos, Rio de Janeiro, RJ."
Brasileirão 2017 ,"18 de outubro de 2017, 21:45",Corinthians,0,0,Grêmio,"Neo Química Arena, São Paulo, SP."
Brasileirão 2017 ,"15 de outubro de 2017, 19:00",Bahia,2,0,Corinthians,"Fonte Nova, Salvador, BA."
Brasileirão 2017 ,"11 de outubro de 2017, 21:00",Corinthians,3,1,Coritiba,"Neo Química Arena, São Paulo, SP."
Brasileirão 2017 ,"01 de outubro de 2017, 16:00",Cruzeiro,1,1,Corinthians,"Mineirão, Belo Horizonte, MG."
Brasileirão 2017 ,"24 de setembro de 2017, 11:00",São Paulo,1,1,Corinthians,"Morumbi, São Paulo, SP."
Copa Sul-Americana 2017 ,"20 de setembro de 2017, 21:45",Racing Club,0,0,Corinthians,"El Cilindro, Córdoba, Argentina."
Brasileirão 2017 ,"17 de setembro de 2017, 16:00",Corinthians,1,0,Vasco da Gama,"Neo Química Arena, São Paulo, SP."
Copa Sul-Americana 2017 ,"13 de setembro de 2017, 21:45",Corinthians,1,1,Racing Club,"Neo Química Arena, São Paulo, SP."
Brasileirão 2017 ,"10 de setembro de 2017, 16:00",Santos,2,0,Corinthians,"Vila Belmiro, Santos, SP."
Brasileirão 2017 ,"26 de agosto de 2017, 19:00",Corinthians,0,1,Atlético-GO,"Neo Química Arena, São Paulo, SP."
